Shipment_ID,Date,Region,Transport_Mode,Priority,Shipment_Volume_kg,Distance_km,Delivery_Time_days,Transport_Cost,Handling_Cost,Total_Cost,Fuel_Cost,On_Time,Weather_Delay_days
S0474,2025-08-25 12:00:00,North,Road,Standard,367.48,301.9,8.35,94.3,319.19,413.49,57.27,1,0
S0475,2025-08-26 00:00:00,South,Rail,Standard,323.06,1138.1,21.95,202.22,226.87,429.09,139.47,1,0
S0476,2025-08-26 12:00:00,South,Air,Standard,241.64,258.3,2.25,193.47,228.63,422.11,124.29,1,0
S0477,2025-08-27 00:00:00,South,Rail,Standard,427.79,725.4,15.64,170.67,365.65,536.32,110.45,1,0
S0478,2025-08-27 12:00:00,East,Road,Standard,283.17,1108.2,27.76,266.74,285.79,552.52,206.78,0,0
S0479,2025-08-28 00:00:00,East,Air,Standard,216.7,990.8,3.73,665.61,291.3,956.91,408.74,1,1
S0480,2025-08-28 12:00:00,South,Road,Standard,224.81,347.5,11.7,66.4,326.42,392.82,43.68,1,0
S0481,2025-08-29 00:00:00,South,Rail,Standard,499.44,483.8,10.3,132.89,462.75,595.64,77.98,1,0
S0482,2025-08-29 12:00:00,North,Rail,Standard,422.76,1454.7,26.59,338.25,393.68,731.93,199.93,0,0
S0483,2025-08-30 00:00:00,East,Rail,Standard,254.91,695.1,15.78,97.45,253.51,350.96,67.12,1,1
S0484,2025-08-30 12:00:00,South,Road,Standard,399.42,104.9,3.67,35.62,311.64,347.26,25.74,1,0
S0485,2025-08-31 00:00:00,North,Road,Standard,324.89,360.6,9.93,99.58,299.5,399.08,69.35,1,0
S0486,2025-08-31 12:00:00,South,Road,Standard,370.51,540.0,15.05,170.05,350.13,520.18,106.41,1,1
S0487,2025-09-01 00:00:00,South,Road,Standard,238.54,1499.3,35.87,303.99,288.19,592.18,171.36,0,0
S0488,2025-09-01 12:00:00,North,Road,Express,190.05,481.9,12.68,77.85,252.57,330.42,51.24,1,0
S0489,2025-09-02 00:00:00,East,Road,Standard,282.4,78.5,5.27,18.85,269.86,288.72,12.56,1,0
S0490,2025-09-02 12:00:00,East,Road,Standard,206.53,788.9,18.93,138.49,269.0,407.48,100.71,1,0
S0491,2025-09-03 00:00:00,East,Rail,Standard,198.97,162.1,3.82,17.73,286.17,303.91,12.37,1,0
S0492,2025-09-03 12:00:00,East,Air,Express,157.35,440.1,1.51,214.69,246.15,460.83,161.1,1,0
S0493,2025-09-04 00:00:00,East,Road,Standard,96.21,1488.9,35.81,121.76,171.47,293.23,88.89,0,0
S0494,2025-09-04 12:00:00,South,Rail,Standard,257.13,1068.8,20.24,151.15,223.9,375.05,95.85,1,0
S0495,2025-09-05 00:00:00,West,Rail,Express,543.86,114.0,4.14,34.09,380.53,414.62,23.71,1,0
S0496,2025-09-05 12:00:00,East,Road,Standard,480.21,695.1,19.98,283.72,353.46,637.17,204.81,1,1
S0497,2025-09-06 00:00:00,South,Road,Express,671.77,290.6,7.85,165.93,501.04,666.97,127.78,1,0
S0498,2025-09-06 12:00:00,East,Rail,Standard,194.7,219.5,3.45,23.51,250.48,273.98,15.21,1,0
S0499,2025-09-07 00:00:00,South,Air,Standard,440.98,897.1,2.34,1226.38,298.88,1525.27,857.37,1,0
S0500,2025-09-07 12:00:00,South,Rail,Standard,304.91,778.3,15.01,130.51,265.02,395.53,83.57,1,0
S0501,2025-09-08 00:00:00,East,Air,Standard,225.0,1124.6,6.07,784.4,254.7,1039.1,564.53,1,0
S0502,2025-09-08 12:00:00,West,Air,Express,514.3,1342.8,4.1,2140.79,362.38,2503.17,1626.49,1,0
S0503,2025-09-09 00:00:00,West,Road,Standard,306.4,400.2,11.68,104.22,308.05,412.26,79.35,1,0
S0504,2025-09-09 12:00:00,South,Rail,Express,125.67,1387.6,25.23,95.91,175.29,271.2,56.22,0,1
S0505,2025-09-10 00:00:00,East,Road,Standard,477.76,796.3,23.4,323.36,350.22,673.58,193.03,1,2
S0506,2025-09-10 12:00:00,West,Air,Standard,386.41,417.9,3.56,500.59,334.92,835.51,362.24,1,0
S0507,2025-09-11 00:00:00,South,Road,Express,344.02,1274.8,32.09,372.79,326.86,699.65,259.14,0,0
S0508,2025-09-11 12:00:00,West,Road,Standard,175.61,91.9,2.32,13.71,178.4,192.11,10.4,1,0
S0509,2025-09-12 00:00:00,South,Air,Express,363.4,856.9,3.93,965.32,308.95,1274.27,600.6,1,0
S0510,2025-09-12 12:00:00,North,Road,Standard,627.54,1093.6,27.32,583.32,486.19,1069.51,434.6,0,0
S0511,2025-09-13 00:00:00,North,Rail,Standard,381.31,448.8,9.91,94.12,295.43,389.55,66.57,1,1
S0512,2025-09-13 12:00:00,West,Road,Standard,145.82,1300.7,31.69,161.22,125.6,286.82,95.92,0,1
S0513,2025-09-14 00:00:00,North,Air,Standard,395.18,390.8,2.7,478.77,268.2,746.97,277.25,1,0
S0514,2025-09-14 12:00:00,South,Air,Standard,383.22,1266.2,5.35,1504.24,311.96,1816.19,1070.45,1,2
S0515,2025-09-15 00:00:00,South,Road,Standard,458.12,154.7,7.49,60.23,312.64,372.87,35.32,1,1
S0516,2025-09-15 12:00:00,North,Rail,Standard,378.13,273.5,6.51,56.88,312.32,369.2,41.67,1,0
S0517,2025-09-16 00:00:00,South,Road,Standard,199.31,596.2,17.46,101.01,304.54,405.55,68.5,1,2
S0518,2025-09-16 12:00:00,East,Road,Express,335.13,1286.9,31.69,366.59,242.28,608.88,241.83,0,0
S0519,2025-09-17 00:00:00,North,Rail,Standard,284.79,251.1,6.93,39.33,263.92,303.25,24.12,1,0
S0520,2025-09-17 12:00:00,West,Rail,Standard,354.44,1318.1,24.11,256.96,410.9,667.86,199.48,0,0
S0521,2025-09-18 00:00:00,West,Road,Express,523.28,375.4,8.73,166.98,426.17,593.14,119.57,1,0
S0522,2025-09-18 12:00:00,South,Road,Standard,232.5,700.7,17.97,138.47,231.33,369.8,100.94,1,0
S0523,2025-09-19 00:00:00,North,Rail,Standard,720.72,555.0,12.57,220.0,509.33,729.33,159.89,1,2
S0524,2025-09-19 12:00:00,East,Road,Standard,393.96,212.5,5.85,71.15,356.0,427.14,48.69,1,0
S0525,2025-09-20 00:00:00,North,Road,Standard,479.06,1418.7,34.49,577.69,459.79,1037.48,442.59,0,0
S0526,2025-09-20 12:00:00,South,Road,Standard,448.71,679.7,17.52,259.25,342.9,602.15,177.4,1,0
S0527,2025-09-21 00:00:00,West,Road,Standard,386.43,1047.9,25.54,344.19,298.44,642.64,230.48,0,0
S0528,2025-09-21 12:00:00,West,Air,Standard,420.57,879.9,1.47,1147.17,289.27,1436.44,703.16,1,0
S0529,2025-09-22 00:00:00,West,Road,Standard,51.35,772.5,19.09,33.72,152.88,186.6,20.73,1,0
S0530,2025-09-22 12:00:00,South,Road,Standard,448.3,940.2,28.63,358.27,303.31,661.58,257.77,0,3
S0531,2025-09-23 00:00:00,East,Air,Standard,207.13,1351.6,3.82,867.85,213.05,1080.91,544.14,1,0
S0532,2025-09-23 12:00:00,East,Road,Standard,315.27,1061.0,27.33,284.32,252.51,536.83,204.03,0,0
S0533,2025-09-24 00:00:00,South,Rail,Standard,385.14,817.4,16.85,173.15,380.16,553.32,133.18,1,0
S0534,2025-09-24 12:00:00,East,Road,Express,534.45,982.0,25.44,446.1,391.07,837.17,290.43,0,0
S0535,2025-09-25 00:00:00,North,Air,Standard,207.16,925.3,5.09,594.25,251.8,846.05,340.14,1,2
S0536,2025-09-25 12:00:00,North,Rail,Standard,260.28,672.4,10.96,96.25,190.97,287.22,67.69,1,0
S0537,2025-09-26 00:00:00,East,Air,Standard,277.66,952.2,3.76,819.55,278.63,1098.18,452.55,1,0
S0538,2025-09-26 12:00:00,North,Road,Standard,356.51,687.6,17.25,208.37,261.94,470.3,152.32,1,0
S0539,2025-09-27 00:00:00,North,Road,Standard,286.04,1146.1,32.58,278.66,258.17,536.83,186.96,0,1
S0540,2025-09-27 12:00:00,West,Rail,Standard,421.47,1454.6,27.7,337.19,451.31,788.5,223.44,0,0
S0541,2025-09-28 00:00:00,West,Road,Express,128.24,1441.4,33.88,157.12,232.48,389.6,106.99,0,0
S0542,2025-09-28 12:00:00,East,Road,Standard,303.29,1238.3,30.96,319.22,281.03,600.25,213.49,0,0
S0543,2025-09-29 00:00:00,West,Road,Express,657.07,918.6,22.5,513.03,625.34,1138.36,320.37,1,0
S0544,2025-09-29 12:00:00,West,Air,Standard,286.41,1134.0,4.5,1006.87,236.34,1243.22,618.97,1,0
S0545,2025-09-30 00:00:00,North,Rail,Standard,394.66,300.0,8.43,65.11,389.5,454.61,42.03,1,0
S0546,2025-09-30 12:00:00,South,Rail,Standard,495.52,739.4,14.99,201.5,323.56,525.07,152.3,1,0
S0547,2025-10-01 00:00:00,South,Rail,Standard,388.58,415.7,11.31,88.84,322.74,411.58,51.63,1,2
S0548,2025-10-01 12:00:00,North,Road,Express,751.73,45.1,1.71,28.82,472.8,501.62,18.0,1,0
S0549,2025-10-02 00:00:00,West,Road,Express,338.91,1451.4,37.1,418.12,317.98,736.09,248.46,0,1
S0550,2025-10-02 12:00:00,South,Road,Express,431.48,1301.2,30.38,477.23,359.83,837.06,309.36,0,0
S0551,2025-10-03 00:00:00,South,Rail,Standard,363.56,790.0,16.34,157.97,306.11,464.08,91.73,1,0
S0552,2025-10-03 12:00:00,North,Road,Express,594.03,411.1,12.34,207.56,495.86,703.42,150.48,1,0
S0553,2025-10-04 00:00:00,North,Air,Standard,266.49,1051.7,3.67,868.87,241.05,1109.93,498.56,1,0
S0554,2025-10-04 12:00:00,West,Rail,Express,781.01,674.8,12.05,289.87,564.27,854.14,203.78,1,0
S0555,2025-10-05 00:00:00,North,Road,Standard,235.35,1212.9,28.27,242.63,286.37,529.0,148.39,0,0
S0556,2025-10-05 12:00:00,North,Road,Standard,687.15,1499.3,36.82,875.71,431.19,1306.89,576.74,0,0
S0557,2025-10-06 00:00:00,South,Road,Standard,195.29,549.7,14.83,91.24,193.73,284.97,54.38,1,0
S0558,2025-10-06 12:00:00,South,Air,Standard,438.07,396.8,2.83,538.9,363.36,902.27,386.91,1,0
S0559,2025-10-07 00:00:00,East,Air,Standard,324.89,430.4,2.64,433.46,327.05,760.51,332.95,1,1
S0560,2025-10-07 12:00:00,South,Air,Express,490.66,176.3,2.08,268.14,453.82,721.96,161.15,1,0
S0561,2025-10-08 00:00:00,North,Road,Express,399.28,615.3,14.83,208.83,329.89,538.72,160.64,1,0
S0562,2025-10-08 12:00:00,North,Road,Express,478.13,65.4,2.06,26.6,368.73,395.33,16.62,1,0
S0563,2025-10-09 00:00:00,West,Road,Standard,191.92,207.0,7.75,33.77,186.29,220.06,22.91,1,1
S0564,2025-10-09 12:00:00,East,Road,Standard,140.03,436.7,11.0,51.97,211.86,263.84,36.97,1,0
S0565,2025-10-10 00:00:00,East,Road,Standard,176.58,273.4,6.88,41.04,203.75,244.79,24.45,1,0
S0566,2025-10-10 12:00:00,East,Road,Standard,174.37,1109.0,27.49,164.36,203.57,367.94,107.21,0,0
S0567,2025-10-11 00:00:00,West,Air,Standard,190.76,194.2,2.97,114.83,220.69,335.53,64.95,1,0
S0568,2025-10-11 12:00:00,North,Road,Standard,243.14,1304.4,32.25,269.57,278.55,548.12,191.48,0,0
S0569,2025-10-12 00:00:00,South,Road,Standard,242.09,362.8,10.39,74.66,227.78,302.44,48.22,1,0
S0570,2025-10-12 12:00:00,East,Rail,Standard,328.59,198.5,8.02,35.88,265.98,301.86,27.09,1,2
S0571,2025-10-13 00:00:00,South,Road,Standard,214.51,54.8,2.77,9.98,257.41,267.39,6.12,1,0
S0572,2025-10-13 12:00:00,West,Rail,Standard,222.99,1084.2,21.34,132.97,106.49,239.45,101.38,1,0
S0573,2025-10-14 00:00:00,South,Rail,Standard,294.77,414.7,7.87,67.23,254.96,322.19,39.16,1,0
S0574,2025-10-14 12:00:00,West,Air,Express,522.59,783.9,2.7,1269.89,355.62,1625.51,875.72,1,0
S0575,2025-10-15 00:00:00,West,Rail,Standard,264.28,203.0,5.21,29.5,319.5,349.0,18.31,1,0
S0576,2025-10-15 12:00:00,South,Road,Express,318.22,1478.5,36.44,399.93,275.18,675.11,236.68,0,0
S0577,2025-10-16 00:00:00,West,Rail,Standard,343.28,223.1,7.51,42.12,283.57,325.69,24.07,1,0
S0578,2025-10-16 12:00:00,East,Road,Standard,201.78,641.4,16.95,110.01,228.79,338.8,77.09,1,0
S0579,2025-10-17 00:00:00,West,Road,Standard,276.87,1283.4,31.79,302.03,245.48,547.52,182.32,0,0
S0580,2025-10-17 12:00:00,South,Road,Express,231.72,397.5,14.53,78.3,229.33,307.63,53.38,1,3
S0581,2025-10-18 00:00:00,South,Road,Standard,499.19,429.8,12.18,182.36,398.93,581.29,141.38,1,0
S0582,2025-10-18 12:00:00,East,Rail,Standard,479.85,1220.4,23.3,322.09,364.92,687.01,200.55,1,0
S0583,2025-10-19 00:00:00,North,Road,Standard,220.32,439.1,13.66,82.23,221.86,304.09,45.89,1,0
S0584,2025-10-19 12:00:00,South,Road,Standard,315.31,44.2,2.17,11.84,247.96,259.81,6.9,1,0
S0585,2025-10-20 00:00:00,West,Road,Standard,431.64,664.8,16.97,243.89,305.48,549.37,140.83,1,0
S0586,2025-10-20 12:00:00,East,Rail,Standard,378.69,58.3,6.61,12.14,331.01,343.15,7.97,1,3
S0587,2025-10-21 00:00:00,North,Road,Standard,398.08,1368.3,34.08,462.99,352.74,815.73,333.94,0,0
S0588,2025-10-21 12:00:00,South,Rail,Standard,202.39,977.0,20.91,108.76,167.05,275.81,67.23,1,0
S0589,2025-10-22 00:00:00,North,Air,Standard,675.12,891.2,2.64,1865.16,525.51,2390.67,1088.4,1,0
S0590,2025-10-22 12:00:00,North,Road,Standard,240.84,334.3,7.96,68.44,286.84,355.28,47.73,1,1
S0591,2025-10-23 00:00:00,West,Rail,Express,237.5,1061.9,19.7,138.71,294.49,433.2,85.9,1,0
S0592,2025-10-23 12:00:00,South,Road,Express,165.99,1028.8,27.53,145.16,224.79,369.95,99.04,0,2
S0593,2025-10-24 00:00:00,South,Road,Standard,300.99,128.3,5.22,32.82,314.21,347.03,25.1,1,0
S0594,2025-10-24 12:00:00,East,Rail,Standard,548.83,1326.0,25.61,400.27,520.18,920.46,246.97,0,0
S0595,2025-10-25 00:00:00,North,Air,Standard,376.88,885.9,4.62,1035.06,313.71,1348.77,691.29,1,0
S0596,2025-10-25 12:00:00,South,Road,Standard,312.38,1197.0,29.17,317.83,244.75,562.58,233.79,0,0
S0597,2025-10-26 00:00:00,East,Road,Standard,463.37,423.9,10.46,166.94,305.82,472.77,118.38,1,0
S0598,2025-10-26 12:00:00,East,Road,Standard,542.37,218.2,7.63,100.59,497.31,597.9,72.71,1,0
S0599,2025-10-27 00:00:00,West,Road,Express,479.34,1065.6,26.93,434.16,463.23,897.39,315.93,0,0
S0600,2025-10-27 12:00:00,East,Rail,Standard,119.94,1199.1,21.96,79.1,144.36,223.46,53.33,1,0
S0601,2025-10-28 00:00:00,South,Road,Express,465.26,603.6,13.91,238.71,343.16,581.87,160.72,1,0
S0602,2025-10-28 12:00:00,West,Rail,Standard,405.56,74.6,2.7,16.64,328.48,345.11,11.9,1,1
S0603,2025-10-29 00:00:00,West,Road,Standard,217.94,1234.7,30.34,228.71,294.96,523.67,162.49,0,0
S0604,2025-10-29 12:00:00,East,Rail,Standard,406.36,340.9,7.29,76.19,285.57,361.76,53.65,1,0
S0605,2025-10-30 00:00:00,West,Rail,Standard,549.36,535.0,10.93,161.64,333.65,495.29,103.11,1,0
S0606,2025-10-30 12:00:00,West,Rail,Express,246.01,957.2,18.68,129.52,352.84,482.36,95.92,1,0
S0607,2025-10-31 00:00:00,West,Road,Standard,495.49,185.9,4.44,78.31,406.58,484.89,47.32,1,0
S0608,2025-10-31 12:00:00,North,Road,Standard,380.82,145.1,4.1,46.97,349.9,396.87,27.52,1,0
S0609,2025-11-01 00:00:00,East,Road,Standard,64.34,77.5,1.77,4.24,146.16,150.4,2.67,1,0
S0610,2025-11-01 12:00:00,South,Road,Express,323.46,1378.3,34.03,378.95,318.87,697.82,230.55,0,0
S0611,2025-11-02 00:00:00,East,Road,Standard,373.64,494.6,13.35,157.09,257.36,414.45,110.36,1,0
S0612,2025-11-02 12:00:00,East,Road,Express,282.21,1004.6,23.97,240.97,237.37,478.34,145.34,0,0
S0613,2025-11-03 00:00:00,West,Rail,Express,387.59,1484.3,29.35,316.41,337.9,654.31,221.8,0,1
S0614,2025-11-03 12:00:00,West,Road,Standard,306.95,1017.4,26.99,265.45,186.63,452.08,177.33,0,0
S0615,2025-11-04 00:00:00,South,Rail,Standard,857.48,806.6,18.37,380.42,578.0,958.42,222.57,1,0
S0616,2025-11-04 12:00:00,East,Road,Standard,272.64,800.5,20.6,185.52,253.56,439.08,113.06,1,0
S0617,2025-11-05 00:00:00,East,Rail,Express,221.03,590.3,11.08,71.76,227.95,299.71,48.08,1,0
S0618,2025-11-05 12:00:00,South,Road,Standard,483.66,915.7,22.66,376.44,361.21,737.66,270.52,1,0
S0619,2025-11-06 00:00:00,North,Road,Standard,289.65,1439.8,36.21,354.5,234.49,588.99,227.44,0,0
S0620,2025-11-06 12:00:00,North,Road,Standard,314.92,1190.5,28.94,318.69,211.21,529.9,192.34,0,1
S0621,2025-11-07 00:00:00,West,Air,Standard,302.06,659.4,3.53,617.42,292.65,910.07,381.48,1,0
S0622,2025-11-07 12:00:00,South,Road,Standard,471.04,525.4,15.7,210.35,365.57,575.91,120.29,1,0
S0623,2025-11-08 00:00:00,West,Road,Standard,190.03,1330.0,35.21,214.82,162.63,377.45,119.39,0,0
S0624,2025-11-08 12:00:00,South,Road,Standard,495.02,238.2,7.43,100.25,395.08,495.32,77.57,1,0
S0625,2025-11-09 00:00:00,West,Rail,Standard,421.35,1280.4,27.03,296.72,338.47,635.19,169.78,0,0
S0626,2025-11-09 12:00:00,South,Road,Standard,721.81,412.4,10.26,253.03,496.25,749.28,146.44,1,0
S0627,2025-11-10 00:00:00,West,Road,Standard,359.85,1084.8,26.15,331.82,220.86,552.68,248.97,0,0
S0628,2025-11-10 12:00:00,North,Road,Express,197.04,1217.1,30.21,203.84,259.1,462.94,143.22,0,0
S0629,2025-11-11 00:00:00,East,Air,Standard,361.75,736.4,1.61,825.83,263.47,1089.3,537.03,1,0
S0630,2025-11-11 12:00:00,West,Road,Standard,383.29,320.7,8.82,104.49,333.66,438.15,73.07,1,0
S0631,2025-11-12 00:00:00,West,Road,Express,571.97,1273.4,31.1,619.08,398.21,1017.29,473.62,0,0
S0632,2025-11-12 12:00:00,West,Air,Standard,196.8,576.6,1.85,351.74,210.74,562.49,201.5,1,0
S0633,2025-11-13 00:00:00,North,Road,Standard,145.89,508.2,12.95,63.02,252.09,315.11,38.19,1,0
S0634,2025-11-13 12:00:00,South,Road,Standard,365.37,784.6,19.5,243.67,344.87,588.55,182.24,1,0
S0635,2025-11-14 00:00:00,North,Road,Express,736.92,675.2,17.16,422.95,576.16,999.11,308.56,1,0
S0636,2025-11-14 12:00:00,North,Road,Standard,450.68,1037.3,27.43,397.35,382.74,780.09,309.41,0,0
S0637,2025-11-15 00:00:00,East,Road,Standard,463.13,240.3,6.32,94.6,392.55,487.15,58.86,1,0
S0638,2025-11-15 12:00:00,East,Road,Standard,163.76,676.1,17.53,94.11,129.92,224.03,72.22,1,0
S0639,2025-11-16 00:00:00,West,Rail,Standard,336.83,1341.9,25.21,248.59,290.97,539.56,156.38,0,0
S0640,2025-11-16 12:00:00,West,Rail,Standard,577.14,92.7,4.4,29.41,427.31,456.72,21.01,1,3
S0641,2025-11-17 00:00:00,East,Road,Standard,385.47,707.7,20.2,231.88,387.07,618.95,174.61,1,2
S0642,2025-11-17 12:00:00,West,Road,Express,140.75,1004.4,24.82,120.16,174.63,294.8,70.81,0,0
S0643,2025-11-18 00:00:00,North,Road,Express,333.61,1336.1,31.56,378.86,315.4,694.27,226.29,0,0
S0644,2025-11-18 12:00:00,North,Air,Standard,435.78,906.9,0.8,1225.18,369.84,1595.01,837.56,1,0
S0645,2025-11-19 00:00:00,East,Road,Standard,50.05,1243.7,30.71,52.91,199.62,252.53,39.37,0,0
S0646,2025-11-19 12:00:00,West,Rail,Express,316.27,365.1,5.57,63.51,287.93,351.44,36.09,1,0
S0647,2025-11-20 00:00:00,North,Road,Standard,209.17,555.1,14.27,98.7,272.3,370.99,73.6,1,0
S0648,2025-11-20 12:00:00,South,Rail,Standard,490.68,1415.5,26.02,382.01,313.15,695.16,240.25,0,0
S0649,2025-11-21 00:00:00,East,Road,Express,267.33,1333.5,32.36,303.02,194.4,497.42,194.97,0,0
S0650,2025-11-21 12:00:00,North,Rail,Standard,403.03,854.6,17.12,189.44,238.92,428.36,119.0,1,0
S0651,2025-11-22 00:00:00,South,Road,Express,329.34,734.2,19.9,205.53,336.51,542.04,156.13,1,0
S0652,2025-11-22 12:00:00,West,Air,Standard,262.36,698.6,3.75,568.16,294.62,862.77,329.58,1,0
S0653,2025-11-23 00:00:00,East,Road,Standard,776.89,125.8,6.6,83.09,587.64,670.74,56.68,1,2
S0654,2025-11-23 12:00:00,North,Rail,Express,248.0,1342.9,24.59,183.17,225.92,409.08,106.98,0,0
S0655,2025-11-24 00:00:00,West,Rail,Standard,342.73,1234.5,21.83,232.7,283.14,515.85,177.69,1,0
S0656,2025-11-24 12:00:00,South,Air,Standard,328.84,706.1,1.3,719.82,295.41,1015.24,528.01,1,0
S0657,2025-11-25 00:00:00,West,Road,Standard,361.0,448.0,10.28,137.46,383.51,520.98,83.0,1,0
S0658,2025-11-25 12:00:00,South,Road,Standard,748.98,540.7,15.57,344.2,608.16,952.36,212.89,1,0
S0659,2025-11-26 00:00:00,East,Road,Standard,436.04,219.8,7.61,81.47,395.55,477.02,51.96,1,0
S0660,2025-11-26 12:00:00,South,Road,Standard,261.12,1093.8,29.88,242.77,278.51,521.28,156.16,0,2
S0661,2025-11-27 00:00:00,South,Road,Standard,637.3,852.7,22.85,461.94,530.61,992.55,340.9,1,0
S0662,2025-11-27 12:00:00,West,Air,Standard,472.05,381.8,0.8,558.7,368.12,926.82,379.83,1,0
S0663,2025-11-28 00:00:00,North,Air,Standard,263.65,949.6,3.17,776.11,247.41,1023.53,503.25,1,0
S0664,2025-11-28 12:00:00,North,Road,Express,590.81,1469.7,39.08,738.05,439.14,1177.19,528.06,0,2
S0665,2025-11-29 00:00:00,South,Rail,Standard,162.83,218.7,5.96,19.59,165.51,185.1,12.83,1,0
S0666,2025-11-29 12:00:00,East,Air,Standard,186.06,709.4,4.87,409.16,214.46,623.61,237.1,1,2
S0667,2025-11-30 00:00:00,West,Air,Standard,135.82,761.5,2.02,320.62,144.42,465.04,184.27,1,0
S0668,2025-11-30 12:00:00,West,Road,Standard,105.31,283.5,8.6,25.38,224.05,249.42,15.86,1,0
S0669,2025-12-01 00:00:00,South,Road,Standard,570.72,816.1,21.66,395.91,458.36,854.27,272.64,1,1
S0670,2025-12-01 12:00:00,South,Rail,Standard,363.19,924.7,17.49,184.72,384.08,568.8,107.32,1,0
S0671,2025-12-02 00:00:00,North,Road,Standard,142.54,269.7,6.82,32.68,125.08,157.76,22.11,1,0
S0672,2025-12-02 12:00:00,East,Road,Express,324.69,265.9,10.07,73.38,384.15,457.54,44.91,1,3
S0673,2025-12-03 00:00:00,West,Air,Express,502.82,1290.3,2.88,2011.19,325.79,2336.97,1427.83,1,0
S0674,2025-12-03 12:00:00,East,Air,Standard,226.37,494.6,2.55,347.11,190.58,537.69,193.17,1,0
S0675,2025-12-04 00:00:00,East,Air,Express,282.24,960.3,3.16,840.18,247.29,1087.48,552.74,1,1
S0676,2025-12-04 12:00:00,South,Rail,Express,794.71,955.1,20.54,417.46,615.94,1033.4,234.62,1,2
S0677,2025-12-05 00:00:00,West,Road,Standard,295.01,1265.2,35.35,317.26,292.41,609.66,198.61,0,3
S0678,2025-12-05 12:00:00,South,Road,Standard,148.78,1120.2,29.16,141.67,190.86,332.53,78.43,0,1
S0679,2025-12-06 00:00:00,North,Road,Standard,253.25,1267.2,31.44,272.78,223.62,496.4,179.46,0,0
S0680,2025-12-06 12:00:00,South,Road,Standard,137.39,952.8,28.78,111.27,133.65,244.92,80.83,0,2
S0681,2025-12-07 00:00:00,North,Road,Standard,453.18,696.2,18.3,268.18,420.22,688.4,153.68,1,0
S0682,2025-12-07 12:00:00,North,Rail,Standard,210.38,614.6,12.09,71.12,271.65,342.77,51.14,1,0
S0683,2025-12-08 00:00:00,North,Road,Standard,207.0,593.4,15.72,104.4,294.71,399.11,71.45,1,0
S0684,2025-12-08 12:00:00,South,Rail,Express,829.98,650.9,14.18,297.11,594.35,891.46,197.89,1,1
S0685,2025-12-09 00:00:00,East,Road,Express,175.58,228.8,4.44,34.15,97.68,131.82,23.49,1,0
S0686,2025-12-09 12:00:00,South,Road,Standard,159.36,659.0,19.12,89.26,151.64,240.9,55.99,1,1
S0687,2025-12-10 00:00:00,South,Road,Standard,191.07,608.6,15.37,98.84,246.01,344.85,70.51,1,0
S0688,2025-12-10 12:00:00,West,Road,Standard,510.4,90.5,3.15,39.25,384.08,423.33,28.63,1,0
S0689,2025-12-11 00:00:00,West,Air,Standard,424.78,441.7,1.44,581.62,328.48,910.1,424.0,1,0
S0690,2025-12-11 12:00:00,East,Road,Express,251.6,1137.8,27.01,243.33,208.74,452.06,148.91,0,0
S0691,2025-12-12 00:00:00,South,Road,Express,240.18,883.8,22.56,180.43,294.74,475.17,126.37,1,0
S0692,2025-12-12 12:00:00,West,Rail,Express,409.16,1217.0,23.78,273.87,365.57,639.44,159.96,0,0
S0693,2025-12-13 00:00:00,North,Road,Express,369.93,832.3,20.17,261.71,346.01,607.73,173.76,1,0
S0694,2025-12-13 12:00:00,South,Road,Express,304.52,1287.0,31.05,333.12,258.98,592.1,183.42,0,0
S0695,2025-12-14 00:00:00,West,Road,Standard,431.86,1202.3,29.64,441.33,365.46,806.79,262.38,0,0
S0696,2025-12-14 12:00:00,East,Road,Standard,184.5,183.5,4.03,28.78,161.27,190.05,20.01,1,0
S0697,2025-12-15 00:00:00,East,Rail,Standard,212.21,1466.4,27.92,171.15,230.87,402.03,128.55,0,0
S0698,2025-12-15 12:00:00,East,Road,Standard,442.79,61.5,3.52,23.16,249.78,272.94,13.0,1,0
S0699,2025-12-16 00:00:00,East,Road,Standard,384.57,911.4,22.98,297.91,260.95,558.86,202.12,1,0
S0700,2025-12-16 12:00:00,South,Road,Standard,100.76,1197.1,31.3,102.52,160.91,263.44,71.4,0,0
S0701,2025-12-17 00:00:00,North,Road,Express,335.88,524.6,12.74,149.76,411.61,561.38,114.49,1,0
S0702,2025-12-17 12:00:00,South,Road,Standard,815.54,913.9,22.21,633.53,487.51,1121.04,443.9,1,0
S0703,2025-12-18 00:00:00,North,Rail,Express,477.7,568.7,11.72,149.42,326.78,476.19,85.72,1,0
S0704,2025-12-18 12:00:00,West,Road,Express,255.4,128.5,2.52,27.9,270.23,298.12,16.28,1,0
S0705,2025-12-19 00:00:00,South,Road,Standard,221.73,52.4,3.67,9.87,321.57,331.44,6.87,1,0
S0706,2025-12-19 12:00:00,East,Road,Standard,393.44,178.5,3.35,59.69,345.49,405.19,35.79,1,0
S0707,2025-12-20 00:00:00,West,Road,Standard,569.87,183.7,5.18,88.97,465.02,553.99,67.93,1,0
S0708,2025-12-20 12:00:00,West,Road,Standard,126.45,931.9,24.54,100.16,174.35,274.51,76.3,0,2
S0709,2025-12-21 00:00:00,South,Rail,Standard,379.71,807.8,16.53,168.7,305.86,474.56,129.59,1,0
S0710,2025-12-21 12:00:00,South,Air,Express,279.9,705.0,2.81,611.7,277.64,889.35,377.65,1,0
